+-------------+------------+------------------+
| AMKA        | total_cost | department_name  |
| 20000000022 |     128823 | Gastroenterology |
| 20000000022 |     172782 | Gynecology       |
| 20000000022 |     186964 | Neurology        |
| 20000000022 |     246797 | Neurosurgery     |
| 20000000022 |     162354 | Oncology         |
| 20000000022 |     168198 | Orthopedics      |
| 20000000022 |     203320 | Pediatrics       |
| 20000000022 |     202426 | Psychiatry       |
| 20000000022 |     100691 | Pulmonology      |
| 20000000022 |     103118 | Radiology        |
| 20000000023 |      51283 | Anesthesiology   |
| 20000000023 |      46224 | Cardiology       |
| 20000000023 |     424964 | Dermatology      |
| 20000000023 |     110110 | Emergency        |
| 20000000023 |      70843 | Endocrinology    |
| 20000000023 |     105612 | Gastroenterology |
| 20000000023 |     168350 | Gynecology       |
| 20000000023 |     258257 | Neurology        |
| 20000000023 |     212603 | Neurosurgery     |
| 20000000023 |     130073 | Oncology         |
| 20000000023 |     209210 | Orthopedics      |
| 20000000023 |     249823 | Pediatrics       |
| 20000000023 |     373254 | Psychiatry       |
| 20000000023 |     184662 | Pulmonology      |
| 20000000023 |     210467 | Radiology        |
| 20000000024 |     145281 | Anesthesiology   |
| 20000000024 |     168221 | Cardiology       |
| 20000000024 |     620215 | Dermatology      |
| 20000000024 |     189350 | Emergency        |
| 20000000024 |     217906 | Endocrinology    |
| 20000000024 |     106437 | Gastroenterology |
| 20000000024 |     192705 | Gynecology       |
| 20000000024 |     261347 | Neurology        |
| 20000000024 |     195339 | Neurosurgery     |
| 20000000024 |     128442 | Oncology         |
| 20000000024 |      62976 | Orthopedics      |
| 20000000024 |      52833 | Pediatrics       |
| 20000000024 |      82895 | Psychiatry       |
| 20000000024 |      62100 | Pulmonology      |
| 20000000024 |      35354 | Radiology        |
| 20000000025 |     106646 | Anesthesiology   |
| 20000000025 |      84612 | Cardiology       |
| 20000000025 |     587707 | Dermatology      |
| 20000000025 |     108276 | Emergency        |
| 20000000025 |     135673 | Endocrinology    |
| 20000000025 |     103453 | Gastroenterology |
| 20000000025 |     127215 | Gynecology       |
| 20000000025 |     176846 | Neurology        |
| 20000000025 |     199725 | Neurosurgery     |
| 20000000025 |     277993 | Oncology         |
| 20000000025 |     165398 | Orthopedics      |
| 20000000025 |     202992 | Pediatrics       |
| 20000000025 |     191501 | Psychiatry       |
| 20000000025 |      96373 | Pulmonology      |
| 20000000025 |     113734 | Radiology        |
| 20000000026 |      47666 | Anesthesiology   |
| 20000000026 |      41103 | Cardiology       |
| 20000000026 |      91721 | Dermatology      |
| 20000000026 |      44844 | Emergency        |
| 20000000026 |      60485 | Endocrinology    |
| 20000000026 |     105447 | Gastroenterology |
| 20000000026 |     198475 | Gynecology       |
| 20000000026 |     287592 | Neurology        |
| 20000000026 |     161987 | Neurosurgery     |
| 20000000026 |     133006 | Oncology         |
| 20000000026 |     264841 | Orthopedics      |
| 20000000026 |     238392 | Pediatrics       |
| 20000000026 |     236676 | Psychiatry       |
| 20000000026 |     146837 | Pulmonology      |
| 20000000026 |     216407 | Radiology        |
| 20000000027 |     142265 | Anesthesiology   |
| 20000000027 |     153632 | Cardiology       |
| 20000000027 |     620530 | Dermatology      |
| 20000000027 |     387574 | Emergency        |
| 20000000027 |     387424 | Endocrinology    |
| 20000000027 |     106142 | Gastroenterology |
| 20000000027 |     197747 | Gynecology       |
| 20000000027 |     302563 | Neurology        |
| 20000000027 |     147429 | Neurosurgery     |
| 20000000027 |     119280 | Oncology         |
| 20000000027 |     129969 | Orthopedics      |
| 20000000027 |     115898 | Pediatrics       |
| 20000000027 |      99190 | Psychiatry       |
| 20000000027 |      35229 | Pulmonology      |
| 20000000027 |      84193 | Radiology        |
| 20000000028 |      92846 | Anesthesiology   |
| 20000000028 |     158303 | Cardiology       |
| 20000000028 |     523920 | Dermatology      |
| 20000000028 |     113779 | Emergency        |
| 20000000028 |     130926 | Endocrinology    |
| 20000000028 |     116998 | Gastroenterology |
| 20000000028 |     203499 | Gynecology       |
| 20000000028 |     157302 | Neurology        |
| 20000000028 |     224134 | Neurosurgery     |
| 20000000028 |     162581 | Oncology         |
| 20000000028 |     183379 | Orthopedics      |
| 20000000028 |     180999 | Pediatrics       |
| 20000000028 |     197864 | Psychiatry       |
| 20000000028 |      97284 | Pulmonology      |
| 20000000028 |     127522 | Radiology        |
| 20000000029 |      48735 | Anesthesiology   |
| 20000000029 |     145808 | Cardiology       |
| 20000000029 |     402687 | Dermatology      |
| 20000000029 |      65334 | Emergency        |
| 20000000029 |      70770 | Endocrinology    |
| 20000000029 |     102948 | Gastroenterology |
| 20000000029 |     205629 | Gynecology       |
| 20000000029 |     300545 | Neurology        |
| 20000000029 |     133739 | Neurosurgery     |
| 20000000029 |     114992 | Oncology         |
| 20000000029 |     232352 | Orthopedics      |
| 20000000029 |     239879 | Pediatrics       |
| 20000000029 |     372976 | Psychiatry       |
| 20000000029 |     190837 | Pulmonology      |
| 20000000029 |     215308 | Radiology        |
| 20000000030 |     144719 | Anesthesiology   |
| 20000000030 |     288852 | Cardiology       |
| 20000000030 |     511658 | Dermatology      |
| 20000000030 |     188374 | Emergency        |
| 20000000030 |     198126 | Endocrinology    |
| 20000000030 |     100029 | Gastroenterology |
| 20000000030 |     206779 | Gynecology       |
| 20000000030 |     300860 | Neurology        |
| 20000000030 |     123868 | Neurosurgery     |
| 20000000030 |     113487 | Oncology         |
| 20000000030 |      64832 | Orthopedics      |
| 20000000030 |      58927 | Pediatrics       |
| 20000000030 |      82395 | Psychiatry       |
| 20000000030 |      53740 | Pulmonology      |
| 20000000030 |      37446 | Radiology        |
| 20000000031 |      94346 | Anesthesiology   |
| 20000000031 |     245933 | Cardiology       |
| 20000000031 |     443696 | Dermatology      |
| 20000000031 |     112706 | Emergency        |
| 20000000031 |     128059 | Endocrinology    |
| 20000000031 |     119203 | Gastroenterology |
| 20000000031 |     103470 | Gynecology       |
| 20000000031 |     247677 | Neurology        |
| 20000000031 |     139241 | Neurosurgery     |
| 20000000031 |     267626 | Oncology         |
| 20000000031 |     197860 | Orthopedics      |
| 20000000031 |     159451 | Pediatrics       |
| 20000000031 |     203964 | Psychiatry       |
| 20000000031 |      84312 | Pulmonology      |
| 20000000031 |     126257 | Radiology        |
| 20000000032 |      39296 | Anesthesiology   |
| 20000000032 |      58612 | Cardiology       |
| 20000000032 |      81954 | Dermatology      |
| 20000000032 |      55100 | Emergency        |
| 20000000032 |      48749 | Endocrinology    |
| 20000000032 |     100501 | Gastroenterology |
| 20000000032 |     205918 | Gynecology       |
| 20000000032 |     305860 | Neurology        |
| 20000000032 |     115883 | Neurosurgery     |
| 20000000032 |     114137 | Oncology         |
| 20000000032 |     298372 | Orthopedics      |
| 20000000032 |     190441 | Pediatrics       |
| 20000000032 |     252438 | Psychiatry       |
| 20000000032 |     136256 | Pulmonology      |
| 20000000032 |     224753 | Radiology        |
| 20000000033 |     133379 | Anesthesiology   |
| 20000000033 |     298084 | Cardiology       |
| 20000000033 |     475333 | Dermatology      |
| 20000000033 |     391859 | Emergency        |
| 20000000033 |     380671 | Endocrinology    |
| 20000000033 |     100856 | Gastroenterology |
| 20000000033 |     205031 | Gynecology       |
| 20000000033 |     291477 | Neurology        |
| 20000000033 |     120922 | Neurosurgery     |
| 20000000033 |     119725 | Oncology         |
| 20000000033 |     158361 | Orthopedics      |
| 20000000033 |      86067 | Pediatrics       |
| 20000000033 |     109031 | Psychiatry       |
| 20000000033 |      40956 | Pulmonology      |
| 20000000033 |      85135 | Radiology        |
| 20000000034 |      89307 | Anesthesiology   |
| 20000000034 |     274045 | Cardiology       |
| 20000000034 |     409883 | Dermatology      |
| 20000000034 |     129138 | Emergency        |
| 20000000034 |     115388 | Endocrinology    |
| 20000000034 |     110094 | Gastroenterology |
| 20000000034 |     214832 | Gynecology       |
| 20000000034 |     143313 | Neurology        |
| 20000000034 |     215188 | Neurosurgery     |
| 20000000034 |     160280 | Oncology         |
| 20000000034 |     212984 | Orthopedics      |
| 20000000034 |     147473 | Pediatrics       |
| 20000000034 |     207452 | Psychiatry       |
| 20000000034 |      86727 | Pulmonology      |
| 20000000034 |     116136 | Radiology        |
| 20000000035 |      47853 | Anesthesiology   |
| 20000000035 |     248229 | Cardiology       |
| 20000000035 |     292115 | Dermatology      |
| 20000000035 |      71248 | Emergency        |
| 20000000035 |      65729 | Endocrinology    |
| 20000000035 |     106821 | Gastroenterology |
| 20000000035 |     215068 | Gynecology       |
| 20000000035 |     319258 | Neurology        |
| 20000000035 |     124267 | Neurosurgery     |
| 20000000035 |     122360 | Oncology         |
| 20000000035 |     258056 | Orthopedics      |
| 20000000035 |     188967 | Pediatrics       |
| 20000000035 |     385507 | Psychiatry       |
| 20000000035 |     189555 | Pulmonology      |
| 20000000035 |     203500 | Radiology        |
| 20000000036 |     146244 | Anesthesiology   |
| 20000000036 |     413417 | Cardiology       |
| 20000000036 |     377323 | Dermatology      |
| 20000000036 |     206717 | Emergency        |
| 20000000036 |     172668 | Endocrinology    |
| 20000000036 |     100979 | Gastroenterology |
| 20000000036 |     226635 | Gynecology       |
| 20000000036 |     311620 | Neurology        |
| 20000000036 |     128047 | Neurosurgery     |
| 20000000036 |     109434 | Oncology         |
| 20000000036 |      50711 | Orthopedics      |
| 20000000036 |      51965 | Pediatrics       |
| 20000000036 |     102621 | Psychiatry       |
| 20000000036 |      42152 | Pulmonology      |
| 20000000036 |      40659 | Radiology        |
| 20000000037 |      94387 | Anesthesiology   |
| 20000000037 |     346596 | Cardiology       |
| 20000000037 |     339330 | Dermatology      |
| 20000000037 |     124076 | Emergency        |
| 20000000037 |     115637 | Endocrinology    |
| 20000000037 |     118164 | Gastroenterology |
| 20000000037 |     105773 | Gynecology       |
| 20000000037 |     265581 | Neurology        |
| 20000000037 |     154156 | Neurosurgery     |
| 20000000037 |     264583 | Oncology         |
| 20000000037 |     227110 | Orthopedics      |
| 20000000037 |     151615 | Pediatrics       |
| 20000000037 |     197622 | Psychiatry       |
| 20000000037 |      91543 | Pulmonology      |
| 20000000037 |     117186 | Radiology        |
| 20000000038 |      41226 | Anesthesiology   |
| 20000000038 |      78205 | Cardiology       |
| 20000000038 |      74923 | Dermatology      |
| 20000000038 |      61529 | Emergency        |
| 20000000038 |      43696 | Endocrinology    |
| 20000000038 |     100828 | Gastroenterology |
| 20000000038 |     229085 | Gynecology       |
| 20000000038 |     323104 | Neurology        |
| 20000000038 |     124731 | Neurosurgery     |
| 20000000038 |     105334 | Oncology         |
| 20000000038 |     311752 | Orthopedics      |
| 20000000038 |     205235 | Pediatrics       |
| 20000000038 |     239556 | Psychiatry       |
| 20000000038 |     139276 | Pulmonology      |
| 20000000038 |     213258 | Radiology        |
| 20000000039 |     133203 | Anesthesiology   |
| 20000000039 |     412284 | Cardiology       |
| 20000000039 |     366566 | Dermatology      |
| 20000000039 |     417324 | Emergency        |
| 20000000039 |     376967 | Endocrinology    |
| 20000000039 |     113273 | Gastroenterology |
| 20000000039 |     214725 | Gynecology       |
| 20000000039 |     314550 | Neurology        |
| 20000000039 |     127682 | Neurosurgery     |
| 20000000039 |     117113 | Oncology         |
| 20000000039 |     169406 | Orthopedics      |
| 20000000039 |     109711 | Pediatrics       |
| 20000000039 |      77205 | Psychiatry       |
| 20000000039 |      53619 | Pulmonology      |
| 20000000039 |      64485 | Radiology        |
| 20000000040 |      96590 | Anesthesiology   |
| 20000000040 |     386156 | Cardiology       |
| 20000000040 |     288122 | Dermatology      |
| 20000000040 |     132886 | Emergency        |
| 20000000040 |     104239 | Endocrinology    |
| 20000000040 |     134424 | Gastroenterology |
| 20000000040 |     213557 | Gynecology       |
| 20000000040 |     155050 | Neurology        |
| 20000000040 |     203637 | Neurosurgery     |
| 20000000040 |     176221 | Oncology         |
| 20000000040 |     209913 | Orthopedics      |
| 20000000040 |     169232 | Pediatrics       |
| 20000000040 |     168384 | Psychiatry       |
| 20000000040 |      94669 | Pulmonology      |
| 20000000040 |     106956 | Radiology        |
| 20000000041 |      53635 | Anesthesiology   |
| 20000000041 |     308141 | Cardiology       |
| 20000000041 |     252393 | Dermatology      |
| 20000000041 |      68366 | Emergency        |
| 20000000041 |      63527 | Endocrinology    |
| 20000000041 |     135618 | Gastroenterology |
| 20000000041 |     228235 | Gynecology       |
| 20000000041 |     288516 | Neurology        |
| 20000000041 |     128172 | Neurosurgery     |
| 20000000041 |     129093 | Oncology         |
| 20000000041 |     246175 | Orthopedics      |
| 20000000041 |     225015 | Pediatrics       |
| 20000000041 |     322984 | Psychiatry       |
| 20000000041 |     211458 | Pulmonology      |
| 20000000041 |     180965 | Radiology        |
| 20000000042 |     142527 | Anesthesiology   |
| 20000000042 |     482749 | Cardiology       |
| 20000000042 |     323576 | Dermatology      |
| 20000000042 |     215569 | Emergency        |
| 20000000042 |     160699 | Endocrinology    |
| 20000000042 |     157072 | Gastroenterology |
| 20000000042 |     216175 | Gynecology       |
| 20000000042 |     274341 | Neurology        |
| 20000000042 |     124586 | Neurosurgery     |
| 20000000042 |     140600 | Oncology         |
| 20000000042 |      56478 | Orthopedics      |
| 20000000042 |      83585 | Pediatrics       |
| 20000000042 |      67697 | Psychiatry       |
| 20000000042 |      38146 | Pulmonology      |
| 20000000042 |      41384 | Radiology        |
| 20000000043 |      91349 | Anesthesiology   |
| 20000000043 |     498586 | Cardiology       |
| 20000000043 |     189159 | Dermatology      |
| 20000000043 |     137087 | Emergency        |
| 20000000043 |     100039 | Endocrinology    |
| 20000000043 |     139070 | Gastroenterology |
| 20000000043 |     143166 | Gynecology       |
| 20000000043 |     216950 | Neurology        |
| 20000000043 |     169432 | Neurosurgery     |
| 20000000043 |     263402 | Oncology         |
| 20000000043 |     205429 | Orthopedics      |
| 20000000043 |     197404 | Pediatrics       |
| 20000000043 |     113184 | Psychiatry       |
| 20000000043 |     103896 | Pulmonology      |
| 20000000043 |     104806 | Radiology        |
| 20000000044 |      39896 | Anesthesiology   |
| 20000000044 |      90350 | Cardiology       |
| 20000000044 |      47823 | Dermatology      |
| 20000000044 |      63116 | Emergency        |
| 20000000044 |      38125 | Endocrinology    |
| 20000000044 |     161541 | Gastroenterology |
| 20000000044 |     240130 | Gynecology       |
| 20000000044 |     223802 | Neurology        |
| 20000000044 |     135973 | Neurosurgery     |
| 20000000044 |     140015 | Oncology         |
| 20000000044 |     294453 | Orthopedics      |
| 20000000044 |     260840 | Pediatrics       |
| 20000000044 |     150366 | Psychiatry       |
| 20000000044 |     155486 | Pulmonology      |
| 20000000044 |     201838 | Radiology        |
| 20000000045 |     125927 | Anesthesiology   |
| 20000000045 |     544078 | Cardiology       |
| 20000000045 |     251260 | Dermatology      |
| 20000000045 |     443563 | Emergency        |
| 20000000045 |     349620 | Endocrinology    |
| 20000000045 |     166673 | Gastroenterology |
| 20000000045 |     249019 | Gynecology       |
| 20000000045 |     211322 | Neurology        |
| 20000000045 |     134339 | Neurosurgery     |
| 20000000045 |     148149 | Oncology         |
| 20000000045 |     150924 | Orthopedics      |
| 20000000045 |     133207 | Pediatrics       |
| 20000000045 |      38663 | Psychiatry       |
| 20000000045 |      77482 | Pulmonology      |
| 20000000045 |      57451 | Radiology        |
| 20000000046 |      87259 | Anesthesiology   |
| 20000000046 |     523701 | Cardiology       |
| 20000000046 |     183598 | Dermatology      |
| 20000000046 |     146925 | Emergency        |
| 20000000046 |      96881 | Endocrinology    |
| 20000000046 |     168758 | Gastroenterology |
| 20000000046 |     192579 | Gynecology       |
| 20000000046 |     131082 | Neurology        |
| 20000000046 |     193849 | Neurosurgery     |
| 20000000046 |     192724 | Oncology         |
| 20000000046 |     217346 | Orthopedics      |
| 20000000046 |     205684 | Pediatrics       |
| 20000000046 |     100011 | Psychiatry       |
| 20000000046 |     113480 | Pulmonology      |
| 20000000046 |      95036 | Radiology        |
| 20000000047 |      45332 | Anesthesiology   |
| 20000000047 |     444121 | Cardiology       |
| 20000000047 |     115894 | Dermatology      |
| 20000000047 |      74170 | Emergency        |
| 20000000047 |      55970 | Endocrinology    |
| 20000000047 |     178875 | Gastroenterology |
| 20000000047 |     225983 | Gynecology       |
| 20000000047 |     206885 | Neurology        |
| 20000000047 |     127237 | Neurosurgery     |
| 20000000047 |     166271 | Oncology         |
| 20000000047 |     244865 | Orthopedics      |
| 20000000047 |     273119 | Pediatrics       |
| 20000000047 |     239378 | Psychiatry       |
| 20000000047 |     222311 | Pulmonology      |
| 20000000047 |     167054 | Radiology        |
| 20000000048 |     143156 | Anesthesiology   |
| 20000000048 |     649253 | Cardiology       |
| 20000000048 |     162989 | Dermatology      |
| 20000000048 |     219493 | Emergency        |
| 20000000048 |     150814 | Endocrinology    |
| 20000000048 |     176292 | Gastroenterology |
| 20000000048 |     237591 | Gynecology       |
| 20000000048 |     197758 | Neurology        |
| 20000000048 |     123511 | Neurosurgery     |
| 20000000048 |     176245 | Oncology         |
| 20000000048 |      58693 | Orthopedics      |
| 20000000048 |      78783 | Pediatrics       |
| 20000000048 |      66153 | Psychiatry       |
| 20000000048 |      36399 | Pulmonology      |
| 20000000048 |      49235 | Radiology        |
| 20000000049 |      86243 | Anesthesiology   |
| 20000000049 |     576771 | Cardiology       |
| 20000000049 |     115119 | Dermatology      |
| 20000000049 |     132845 | Emergency        |
| 20000000049 |      99175 | Endocrinology    |
| 20000000049 |     131151 | Gastroenterology |
| 20000000049 |     159484 | Gynecology       |
| 20000000049 |     196165 | Neurology        |
| 20000000049 |     149783 | Neurosurgery     |
| 20000000049 |     252550 | Oncology         |
| 20000000049 |     181689 | Orthopedics      |
| 20000000049 |     193837 | Pediatrics       |
| 20000000049 |     102571 | Psychiatry       |
| 20000000049 |     114654 | Pulmonology      |
| 20000000049 |      99038 | Radiology        |
| 20000000050 |      44581 | Anesthesiology   |
| 20000000050 |      94447 | Cardiology       |
| 20000000050 |      48763 | Dermatology      |
| 20000000050 |      58471 | Emergency        |
| 20000000050 |      48408 | Endocrinology    |
| 20000000050 |     186508 | Gastroenterology |
| 20000000050 |     259923 | Gynecology       |
| 20000000050 |     152193 | Neurology        |
| 20000000050 |     128143 | Neurosurgery     |
| 20000000050 |     190271 | Oncology         |
| 20000000050 |     264428 | Orthopedics      |
| 20000000050 |     251318 | Pediatrics       |
| 20000000050 |     160287 | Psychiatry       |
| 20000000050 |     162588 | Pulmonology      |
| 20000000050 |     199540 | Radiology        |
| 20000000051 |     151039 | Anesthesiology   |
| 20000000051 |     599664 | Cardiology       |
| 20000000051 |     172563 | Dermatology      |
| 20000000051 |     442108 | Emergency        |
| 20000000051 |     355757 | Endocrinology    |
| 20000000051 |     190928 | Gastroenterology |
| 20000000051 |     281979 | Gynecology       |
| 20000000051 |     141161 | Neurology        |
| 20000000051 |     126488 | Neurosurgery     |
| 20000000051 |     185727 | Oncology         |
| 20000000051 |     120734 | Orthopedics      |
| 20000000051 |     116899 | Pediatrics       |
| 20000000051 |      35985 | Psychiatry       |
| 20000000051 |      72172 | Pulmonology      |
| 20000000051 |      48285 | Radiology        |
| 20000000052 |     163738 | Anesthesiology   |
| 20000000052 |     522962 | Cardiology       |
| 20000000052 |     116885 | Dermatology      |
| 20000000052 |     125455 | Emergency        |
| 20000000052 |     117933 | Endocrinology    |
| 20000000052 |     207138 | Gastroenterology |
| 20000000052 |     190415 | Gynecology       |
| 20000000052 |     131330 | Neurology        |
| 20000000052 |     189537 | Neurosurgery     |
| 20000000052 |     227383 | Oncology         |
| 20000000052 |     169649 | Orthopedics      |
| 20000000052 |     197051 | Pediatrics       |
| 20000000052 |      97674 | Psychiatry       |
| 20000000052 |     119175 | Pulmonology      |
| 20000000052 |      89260 | Radiology        |
| 20000000053 |     139300 | Anesthesiology   |
| 20000000053 |     388655 | Cardiology       |
| 20000000053 |      63701 | Dermatology      |
| 20000000053 |      67030 | Emergency        |
| 20000000053 |      56331 | Endocrinology    |
| 20000000053 |     203033 | Gastroenterology |
| 20000000053 |     311567 | Gynecology       |
| 20000000053 |     127599 | Neurology        |
| 20000000053 |     121537 | Neurosurgery     |
| 20000000053 |     193937 | Oncology         |
| 20000000053 |     220855 | Orthopedics      |
| 20000000053 |     274830 | Pediatrics       |
| 20000000053 |     247732 | Psychiatry       |
| 20000000053 |     227624 | Pulmonology      |
| 20000000053 |     153618 | Radiology        |
| 20000000054 |     285652 | Anesthesiology   |
| 20000000054 |     519806 | Cardiology       |
| 20000000054 |     154301 | Dermatology      |
| 20000000054 |     199736 | Emergency        |
| 20000000054 |     166909 | Endocrinology    |
| 20000000054 |     216058 | Gastroenterology |
| 20000000054 |     326214 | Gynecology       |
| 20000000054 |     119837 | Neurology        |
| 20000000054 |     119100 | Neurosurgery     |
| 20000000054 |     200436 | Oncology         |
| 20000000054 |      56764 | Orthopedics      |
| 20000000054 |      89940 | Pediatrics       |
| 20000000054 |      56590 | Psychiatry       |
| 20000000054 |      39862 | Pulmonology      |
| 20000000054 |      57993 | Radiology        |
| 20000000055 |     245568 | Anesthesiology   |
| 20000000055 |     431544 | Cardiology       |
| 20000000055 |     120637 | Dermatology      |
| 20000000055 |     114096 | Emergency        |
| 20000000055 |     109188 | Endocrinology    |
| 20000000055 |     120728 | Gastroenterology |
| 20000000055 |     238001 | Gynecology       |
| 20000000055 |     148642 | Neurology        |
| 20000000055 |     148027 | Neurosurgery     |
| 20000000055 |     224864 | Oncology         |
| 20000000055 |     160625 | Orthopedics      |
| 20000000055 |     202915 | Pediatrics       |
| 20000000055 |      88933 | Psychiatry       |
| 20000000055 |     123490 | Pulmonology      |
| 20000000055 |      98154 | Radiology        |
| 20000000056 |      53824 | Anesthesiology   |
| 20000000056 |      91773 | Cardiology       |
| 20000000056 |      56509 | Dermatology      |
| 20000000056 |      46808 | Emergency        |
| 20000000056 |      57736 | Endocrinology    |
| 20000000056 |     216087 | Gastroenterology |
| 20000000056 |     323286 | Gynecology       |
| 20000000056 |     118951 | Neurology        |
| 20000000056 |     120247 | Neurosurgery     |
| 20000000056 |     213780 | Oncology         |
| 20000000056 |     256979 | Orthopedics      |
| 20000000056 |     249560 | Pediatrics       |
| 20000000056 |     142168 | Psychiatry       |
| 20000000056 |     198622 | Pulmonology      |
| 20000000056 |     169177 | Radiology        |
| 20000000057 |     296717 | Anesthesiology   |
| 20000000057 |     452221 | Cardiology       |
| 20000000057 |     168130 | Dermatology      |
| 20000000057 |     427893 | Emergency        |
| 20000000057 |     344960 | Endocrinology    |
| 20000000057 |     236166 | Gastroenterology |
| 20000000057 |     319060 | Gynecology       |
| 20000000057 |     121200 | Neurology        |
| 20000000057 |     117467 | Neurosurgery     |
| 20000000057 |     205511 | Oncology         |
| 20000000057 |     103477 | Orthopedics      |
| 20000000057 |     102928 | Pediatrics       |
| 20000000057 |      35917 | Psychiatry       |
| 20000000057 |      85413 | Pulmonology      |
| 20000000057 |      41332 | Radiology        |
| 20000000058 |     266119 | Anesthesiology   |
| 20000000058 |     420059 | Cardiology       |
| 20000000058 |     124835 | Dermatology      |
| 20000000058 |     109608 | Emergency        |
| 20000000058 |     102212 | Endocrinology    |
| 20000000058 |     237594 | Gastroenterology |
| 20000000058 |     173717 | Gynecology       |
| 20000000058 |     125086 | Neurology        |
| 20000000058 |     183993 | Neurosurgery     |
| 20000000058 |     243384 | Oncology         |
| 20000000058 |     156598 | Orthopedics      |
| 20000000058 |     184732 | Pediatrics       |
| 20000000058 |      90552 | Psychiatry       |
| 20000000058 |     123749 | Pulmonology      |
| 20000000058 |      99322 | Radiology        |
| 20000000059 |     250282 | Anesthesiology   |
| 20000000059 |     298876 | Cardiology       |
| 20000000059 |      60004 | Dermatology      |
| 20000000059 |      67451 | Emergency        |
| 20000000059 |      42985 | Endocrinology    |
| 20000000059 |     245028 | Gastroenterology |
| 20000000059 |     311327 | Gynecology       |
| 20000000059 |     117397 | Neurology        |
| 20000000059 |     118550 | Neurosurgery     |
| 20000000059 |     208417 | Oncology         |
| 20000000059 |     195496 | Orthopedics      |
| 20000000059 |     261707 | Pediatrics       |
| 20000000059 |     232803 | Psychiatry       |
| 20000000059 |     261524 | Pulmonology      |
| 20000000059 |     147606 | Radiology        |
| 20000000060 |     405624 | Anesthesiology   |
| 20000000060 |     409398 | Cardiology       |
| 20000000060 |     160963 | Dermatology      |
| 20000000060 |     207941 | Emergency        |
| 20000000060 |     146285 | Endocrinology    |
| 20000000060 |     234954 | Gastroenterology |
| 20000000060 |     300678 | Gynecology       |
| 20000000060 |     136101 | Neurology        |
| 20000000060 |     110970 | Neurosurgery     |
| 20000000060 |     219743 | Oncology         |
| 20000000060 |      50588 | Orthopedics      |
| 20000000060 |      97408 | Pediatrics       |
| 20000000060 |      42690 | Psychiatry       |
| 20000000060 |      37449 | Pulmonology      |
| 20000000060 |      57276 | Radiology        |
| 20000000061 |     349115 | Anesthesiology   |
| 20000000061 |     338585 | Cardiology       |
| 20000000061 |     120670 | Dermatology      |
| 20000000061 |     116840 | Emergency        |
| 20000000061 |      96162 | Endocrinology    |
| 20000000061 |     135607 | Gastroenterology |
| 20000000061 |     237924 | Gynecology       |
| 20000000061 |     160239 | Neurology        |
| 20000000061 |     148250 | Neurosurgery     |
| 20000000061 |     215243 | Oncology         |
| 20000000061 |     141380 | Orthopedics      |
| 20000000061 |     184038 | Pediatrics       |
| 20000000061 |      91448 | Psychiatry       |
| 20000000061 |     116034 | Pulmonology      |
| 20000000061 |      94274 | Radiology        |
| 20000000062 |      74190 | Anesthesiology   |
| 20000000062 |      65943 | Cardiology       |
| 20000000062 |      65648 | Dermatology      |
| 20000000062 |      41886 | Emergency        |
| 20000000062 |      55168 | Endocrinology    |
| 20000000062 |     227438 | Gastroenterology |
| 20000000062 |     306244 | Gynecology       |
| 20000000062 |     128741 | Neurology        |
| 20000000062 |     102338 | Neurosurgery     |
| 20000000062 |     227352 | Oncology         |
| 20000000062 |     252592 | Orthopedics      |
| 20000000062 |     242540 | Pediatrics       |
| 20000000062 |     155844 | Psychiatry       |
| 20000000062 |     200718 | Pulmonology      |
| 20000000062 |     155495 | Radiology        |
| 20000000063 |     411000 | Anesthesiology   |
| 20000000063 |     372038 | Cardiology       |
| 20000000063 |     175166 | Dermatology      |
| 20000000063 |     521950 | Emergency        |
| 20000000063 |     261466 | Endocrinology    |
| 20000000063 |     223169 | Gastroenterology |
| 20000000063 |     295575 | Gynecology       |
| 20000000063 |     125737 | Neurology        |
| 20000000063 |     112590 | Neurosurgery     |
| 20000000063 |     227747 | Oncology         |
| 20000000063 |     114900 | Orthopedics      |
| 20000000063 |      75848 | Pediatrics       |
| 20000000063 |      58010 | Psychiatry       |
| 20000000063 |      70907 | Pulmonology      |
| 20000000063 |      36519 | Radiology        |
| 20000000064 |     386532 | Anesthesiology   |
| 20000000064 |     317538 | Cardiology       |
| 20000000064 |     132690 | Dermatology      |
| 20000000064 |     102907 | Emergency        |
| 20000000064 |     119276 | Endocrinology    |
| 20000000064 |     208850 | Gastroenterology |
| 20000000064 |     150099 | Gynecology       |
| 20000000064 |     125779 | Neurology        |
| 20000000064 |     211842 | Neurosurgery     |
| 20000000064 |     224100 | Oncology         |
| 20000000064 |     162605 | Orthopedics      |
| 20000000064 |     167736 | Pediatrics       |
| 20000000064 |     100276 | Psychiatry       |
| 20000000064 |     103348 | Pulmonology      |
| 20000000064 |      93536 | Radiology        |
| 20000000065 |     309006 | Anesthesiology   |
| 20000000065 |     246868 | Cardiology       |
| 20000000065 |      68239 | Dermatology      |
| 20000000065 |      60734 | Emergency        |
| 20000000065 |      72282 | Endocrinology    |
| 20000000065 |     203757 | Gastroenterology |
| 20000000065 |     283756 | Gynecology       |
| 20000000065 |     124762 | Neurology        |
| 20000000065 |     132585 | Neurosurgery     |
| 20000000065 |     209790 | Oncology         |
| 20000000065 |     201451 | Orthopedics      |
| 20000000065 |     251211 | Pediatrics       |
